Date,Time,Open,High,Low,Close,Volume,<VOL>,<SPREAD>
2024-11-22,14:30:00,20792.0,20821.0,20781.5,20790.5,9911,10739,25
2024-11-22,14:31:00,20791.0,20801.0,20773.25,20781.75,7410,7855,25
2024-11-22,14:32:00,20781.5,20821.25,20781.25,20811.75,7309,7889,25
2024-11-22,14:33:00,20812.0,20822.0,20804.0,20815.5,5705,6221,25
2024-11-22,14:34:00,20815.5,20826.0,20806.0,20824.25,5549,5978,25
2024-11-22,14:35:00,20824.5,20833.25,20819.5,20830.0,6268,6763,25
2024-11-22,14:36:00,20830.5,20836.75,20817.0,20819.0,5751,6352,25
2024-11-22,14:37:00,20819.0,20820.25,20795.0,20796.75,7523,8154,25
2024-11-22,14:38:00,20796.75,20805.75,20787.75,20803.25,5676,6120,25
2024-11-22,14:39:00,20803.5,20822.0,20788.5,20820.75,5837,6386,25
2024-11-22,14:40:00,20820.5,20832.5,20816.5,20819.5,5875,6456,25
2024-11-22,14:41:00,20819.75,20835.5,20815.75,20833.0,5039,5499,0
2024-11-22,14:42:00,20833.0,20857.0,20831.25,20841.25,7946,8790,25
2024-11-22,14:43:00,20841.0,20847.25,20825.5,20837.0,3938,4212,25
2024-11-22,14:44:00,20836.75,20852.0,20832.0,20851.5,2235,2521,25
2024-11-22,14:45:00,20852.0,20861.25,20829.0,20854.25,5018,5761,25
2024-11-22,14:46:00,20854.25,20859.25,20842.5,20849.0,3494,3759,25
2024-11-22,14:47:00,20848.75,20864.75,20843.0,20847.5,4164,4526,25
2024-11-22,14:48:00,20847.75,20873.25,20845.0,20867.0,4768,5234,0
2024-11-22,14:49:00,20867.75,20869.75,20842.0,20845.75,5038,5370,25
2024-11-22,14:50:00,20846.0,20848.0,20802.25,20807.0,10304,11420,0
2024-11-22,14:51:00,20807.5,20824.25,20792.5,20800.0,9037,9639,25
2024-11-22,14:52:00,20799.75,20811.75,20791.0,20794.0,6256,6664,25
2024-11-22,14:53:00,20794.25,20808.5,20791.25,20799.75,4959,5343,25
2024-11-22,14:54:00,20800.0,20823.0,20798.25,20821.75,5120,5532,25
2024-11-22,14:55:00,20821.75,20826.5,20806.5,20813.5,6101,6461,25
2024-11-22,14:56:00,20813.5,20838.0,20802.25,20835.25,6247,6764,0
2024-11-22,14:57:00,20835.5,20842.75,20832.25,20837.25,3250,3547,0
2024-11-22,14:58:00,20837.25,20851.75,20836.75,20848.75,3260,3637,25
2024-11-22,14:59:00,20849.0,20857.25,20838.25,20852.25,2565,2794,0
2024-11-22,15:00:00,20852.5,20857.5,20820.0,20829.0,4998,5666,0
2024-11-22,15:01:00,20828.75,20844.75,20828.75,20844.5,3874,4127,25
2024-11-22,15:02:00,20844.0,20855.5,20837.0,20841.5,3842,4150,25
2024-11-22,15:03:00,20841.25,20850.5,20813.0,20825.25,6101,6516,25
2024-11-22,15:04:00,20825.0,20826.25,20802.5,20808.0,6460,6892,25
2024-11-22,15:05:00,20808.0,20810.75,20794.25,20806.75,4919,5278,25
2024-11-22,15:06:00,20807.0,20825.75,20806.25,20818.0,5295,5636,25
2024-11-22,15:07:00,20817.25,20822.0,20797.75,20802.25,4448,4819,0
2024-11-22,15:08:00,20802.5,20817.75,20800.5,20803.75,3727,3948,0
2024-11-22,15:09:00,20804.0,20806.0,20781.25,20785.75,7705,8276,25
2024-11-22,15:10:00,20786.0,20794.0,20749.25,20775.5,13671,15118,25
2024-11-22,15:11:00,20776.25,20778.5,20759.5,20760.25,6094,6592,25
2024-11-22,15:12:00,20760.5,20779.5,20753.0,20775.75,7158,7769,25
2024-11-22,15:13:00,20775.25,20795.25,20767.5,20788.75,6938,7469,25
2024-11-22,15:14:00,20789.0,20789.25,20764.5,20767.25,5154,5579,25
2024-11-22,15:15:00,20767.25,20774.5,20762.25,20770.25,5251,5590,25
2024-11-22,15:16:00,20770.0,20772.5,20757.25,20770.75,4211,4495,25
2024-11-22,15:17:00,20770.75,20785.0,20768.0,20782.0,4951,5332,25
2024-11-22,15:18:00,20782.25,20793.25,20775.0,20782.0,4663,5028,25
2024-11-22,15:19:00,20782.75,20782.75,20765.0,20766.75,3723,3951,25
2024-11-22,15:20:00,20766.5,20787.5,20765.5,20779.75,3072,3273,25
2024-11-22,15:21:00,20780.75,20781.75,20765.5,20773.75,3171,3406,25
2024-11-22,15:22:00,20774.25,20778.5,20741.75,20743.75,6698,7451,25
2024-11-22,15:23:00,20744.0,20784.25,20742.5,20783.0,6591,7537,25
2024-11-22,15:24:00,20783.5,20793.5,20775.0,20789.75,5712,6345,25
2024-11-22,15:25:00,20790.0,20793.75,20778.25,20792.0,3661,4038,25
2024-11-22,15:26:00,20791.75,20792.0,20776.0,20778.5,3433,3787,25
2024-11-22,15:27:00,20778.5,20780.0,20761.75,20766.5,5039,5519,0
2024-11-22,15:28:00,20766.75,20767.5,20722.0,20729.25,9312,10613,25
2024-11-22,15:29:00,20729.0,20749.75,20728.0,20741.5,7083,8162,25
2024-11-22,15:30:00,20742.25,20759.75,20735.0,20759.5,7082,8231,0
2024-11-22,15:31:00,20759.5,20770.25,20744.5,20769.75,4874,5401,25
2024-11-22,15:32:00,20770.25,20770.75,20753.25,20758.75,4271,4900,25
2024-11-22,15:33:00,20758.5,20760.0,20747.0,20750.25,3361,3767,25
2024-11-22,15:34:00,20750.5,20755.0,20744.75,20745.75,2796,3036,25
2024-11-22,15:35:00,20746.0,20768.5,20744.75,20756.0,4226,4617,25
2024-11-22,15:36:00,20756.5,20772.75,20755.0,20762.5,3500,4054,0
2024-11-22,15:37:00,20762.25,20777.25,20760.5,20774.5,3696,4162,25
2024-11-22,15:38:00,20774.0,20799.75,20772.25,20795.25,6831,7926,25
2024-11-22,15:39:00,20794.75,20821.5,20792.0,20815.75,7553,8455,0
2024-11-22,15:40:00,20815.75,20823.25,20809.75,20816.25,4240,4709,25
2024-11-22,15:41:00,20816.25,20818.25,20805.5,20814.5,3713,4051,25
2024-11-22,15:42:00,20814.25,20834.5,20811.5,20827.0,5843,6506,25
2024-11-22,15:43:00,20827.25,20836.5,20825.5,20831.5,3423,3807,0
2024-11-22,15:44:00,20832.0,20843.0,20822.25,20840.0,5294,5911,25
2024-11-22,15:45:00,20840.25,20852.25,20840.25,20846.75,4725,5396,0
2024-11-22,15:46:00,20846.5,20847.0,20815.25,20821.75,7321,8039,25
2024-11-22,15:47:00,20821.5,20838.25,20819.25,20836.25,3155,3562,25
2024-11-22,15:48:00,20836.5,20837.25,20826.0,20828.5,2284,2480,25
2024-11-22,15:49:00,20828.25,20832.0,20814.0,20818.25,3206,3503,0
2024-11-22,15:50:00,20817.75,20834.75,20816.25,20833.5,2926,3291,25
2024-11-22,15:51:00,20833.25,20839.5,20829.0,20833.25,2547,2770,0
2024-11-22,15:52:00,20833.25,20845.0,20829.0,20835.0,2930,3259,25
2024-11-22,15:53:00,20835.0,20837.0,20823.25,20828.0,2109,2345,25
2024-11-22,15:54:00,20827.5,20829.25,20819.0,20825.75,2154,2472,25
2024-11-22,15:55:00,20826.0,20831.0,20818.5,20820.25,1857,2120,25
2024-11-22,15:56:00,20820.25,20833.0,20816.0,20832.0,2576,2970,25
2024-11-22,15:57:00,20832.0,20840.0,20828.75,20831.0,2420,2738,25
2024-11-22,15:58:00,20831.25,20835.75,20824.25,20830.5,1750,1870,25
2024-11-22,15:59:00,20830.25,20845.0,20827.25,20842.5,2271,2514,25
2024-11-22,16:00:00,20842.5,20847.5,20839.75,20842.5,2882,3130,25
2024-11-22,16:01:00,20842.25,20842.25,20829.75,20835.0,2637,2899,25
2024-11-22,16:02:00,20835.0,20836.25,20821.25,20824.75,2746,3025,25
2024-11-22,16:03:00,20824.75,20832.25,20822.25,20829.75,2048,2256,25
2024-11-22,16:04:00,20829.75,20830.75,20819.25,20827.0,1595,1728,25
2024-11-22,16:05:00,20826.75,20835.75,20825.5,20834.5,1805,2017,25
2024-11-22,16:06:00,20834.25,20835.5,20817.25,20828.5,2889,3131,25
2024-11-22,16:07:00,20828.5,20830.75,20820.0,20824.5,1318,1395,25
2024-11-22,16:08:00,20825.0,20828.0,20814.0,20822.0,2075,2279,25
2024-11-22,16:09:00,20821.25,20822.25,20806.5,20809.25,2753,3041,25
2024-11-22,16:10:00,20809.5,20813.0,20798.5,20813.0,4553,5079,25
2024-11-22,16:11:00,20813.0,20824.25,20811.5,20814.0,3377,3705,25
2024-11-22,16:12:00,20814.0,20825.0,20806.5,20810.75,2558,2792,25
2024-11-22,16:13:00,20810.25,20811.0,20790.5,20793.25,4191,4763,0
2024-11-22,16:14:00,20793.25,20801.25,20790.0,20796.25,3035,3272,25
2024-11-22,16:15:00,20796.5,20805.5,20785.0,20790.0,3729,4125,25
2024-11-22,16:16:00,20789.25,20798.75,20780.0,20798.75,3548,3959,0
2024-11-22,16:17:00,20798.75,20801.0,20790.5,20794.75,1900,2066,25
2024-11-22,16:18:00,20794.25,20800.25,20783.75,20784.25,1971,2143,25
2024-11-22,16:19:00,20784.75,20788.25,20761.75,20766.75,4880,5584,25
2024-11-22,16:20:00,20766.5,20773.25,20747.75,20750.25,5502,6231,25
2024-11-22,16:21:00,20750.0,20775.0,20743.0,20773.75,4949,5439,25
2024-11-22,16:22:00,20773.5,20784.5,20770.75,20774.5,3454,3815,25
2024-11-22,16:23:00,20775.0,20785.5,20774.75,20781.75,2324,2580,0
2024-11-22,16:24:00,20782.0,20788.5,20772.5,20777.25,2250,2501,25
2024-11-22,16:25:00,20777.0,20779.0,20759.0,20760.25,3164,3494,25
2024-11-22,16:26:00,20760.75,20772.75,20752.25,20752.5,3202,3559,25
2024-11-22,16:27:00,20752.75,20764.75,20752.75,20761.25,2060,2257,25
2024-11-22,16:28:00,20761.75,20775.75,20761.5,20774.0,2620,2853,25
2024-11-22,16:29:00,20774.25,20783.75,20771.25,20779.25,2269,2615,25
2024-11-22,16:30:00,20779.75,20781.5,20764.0,20767.5,2993,3239,0
2024-11-22,16:31:00,20768.0,20769.5,20760.75,20764.5,1886,2031,25
2024-11-22,16:32:00,20764.0,20766.0,20754.5,20765.5,2206,2441,25
2024-11-22,16:33:00,20765.25,20766.75,20749.25,20751.0,2150,2420,25
2024-11-22,16:34:00,20750.75,20764.0,20749.5,20761.75,2184,2440,25
2024-11-22,16:35:00,20761.5,20774.0,20760.5,20770.5,2608,2891,25
2024-11-22,16:36:00,20770.25,20773.0,20764.5,20769.75,1544,1730,25
2024-11-22,16:37:00,20769.75,20783.0,20767.75,20781.25,2249,2463,25
2024-11-22,16:38:00,20780.75,20799.25,20776.75,20799.0,3934,4395,25
2024-11-22,16:39:00,20799.25,20806.75,20795.25,20803.25,3571,3937,25
2024-11-22,16:40:00,20803.5,20806.75,20784.0,20787.75,3304,3703,0
2024-11-22,16:41:00,20788.25,20790.0,20773.5,20777.0,3137,3509,25
2024-11-22,16:42:00,20777.0,20783.0,20772.0,20778.25,2352,2554,25
2024-11-22,16:43:00,20778.0,20782.5,20763.5,20763.75,2892,3169,25
2024-11-22,16:44:00,20763.75,20772.25,20757.75,20760.75,2346,2629,25
2024-11-22,16:45:00,20760.75,20769.0,20757.25,20767.0,2417,2653,25
2024-11-22,16:46:00,20767.75,20774.0,20754.75,20755.75,2438,2691,25
2024-11-22,16:47:00,20755.25,20784.25,20755.0,20780.75,3839,4301,25
2024-11-22,16:48:00,20780.75,20791.25,20778.25,20790.0,2915,3292,0
2024-11-22,16:49:00,20789.5,20796.5,20788.5,20796.25,2003,2290,25
2024-11-22,16:50:00,20796.0,20799.75,20780.75,20795.5,3229,3605,25
2024-11-22,16:51:00,20796.0,20818.0,20795.25,20816.25,4080,4636,25
2024-11-22,16:52:00,20816.25,20821.0,20810.5,20812.25,2786,3141,25
2024-11-22,16:53:00,20812.0,20819.75,20806.25,20816.5,2374,2594,25
2024-11-22,16:54:00,20816.0,20826.0,20808.75,20824.5,2696,3013,25
2024-11-22,16:55:00,20824.0,20827.25,20819.0,20822.0,2205,2436,25
2024-11-22,16:56:00,20821.5,20822.25,20814.25,20814.25,1881,2090,0
2024-11-22,16:57:00,20814.5,20825.25,20814.25,20823.75,1426,1561,25
2024-11-22,16:58:00,20823.25,20824.5,20817.25,20823.5,1064,1135,25
2024-11-22,16:59:00,20823.25,20824.25,20811.75,20814.25,2156,2365,25
2024-11-22,17:00:00,20814.0,20814.5,20799.25,20802.5,3116,3511,25
2024-11-22,17:01:00,20802.0,20809.75,20797.0,20807.75,1825,2007,25
2024-11-22,17:02:00,20808.25,20815.5,20806.0,20812.75,1746,1979,25
2024-11-22,17:03:00,20812.0,20813.25,20806.0,20809.75,1028,1112,25
2024-11-22,17:04:00,20809.75,20822.5,20807.75,20819.25,1846,2102,25
2024-11-22,17:05:00,20819.0,20826.25,20814.0,20819.75,2322,2593,25
2024-11-22,17:06:00,20820.0,20822.0,20811.75,20813.25,1102,1170,25
2024-11-22,17:07:00,20813.25,20813.75,20805.5,20807.0,1591,1747,25
2024-11-22,17:08:00,20807.5,20817.75,20807.5,20812.0,1351,1469,25
2024-11-22,17:09:00,20812.25,20813.5,20806.0,20807.25,865,920,25
2024-11-22,17:10:00,20806.75,20815.5,20804.75,20813.25,1143,1238,25
2024-11-22,17:11:00,20813.0,20825.0,20811.25,20821.75,1624,1789,25
2024-11-22,17:12:00,20821.75,20837.5,20821.0,20834.25,3637,4172,25
2024-11-22,17:13:00,20834.0,20839.75,20828.75,20830.75,1991,2252,25
2024-11-22,17:14:00,20831.0,20833.25,20821.25,20831.25,2051,2277,25
2024-11-22,17:15:00,20830.75,20835.0,20827.0,20831.0,1449,1632,25
2024-11-22,17:16:00,20831.0,20832.5,20826.5,20827.25,1091,1223,25
2024-11-22,17:17:00,20827.0,20828.0,20822.5,20826.5,1388,1507,25
2024-11-22,17:18:00,20826.75,20831.75,20820.0,20831.5,1507,1627,25
2024-11-22,17:19:00,20831.0,20832.0,20824.5,20828.0,1152,1244,25
2024-11-22,17:20:00,20827.5,20838.25,20826.0,20836.5,1406,1552,25
2024-11-22,17:21:00,20836.5,20846.5,20829.5,20835.0,2892,3266,0
2024-11-22,17:22:00,20835.25,20842.75,20832.25,20834.75,1704,1812,0
2024-11-22,17:23:00,20835.0,20836.75,20830.25,20832.75,1013,1089,25
2024-11-22,17:24:00,20833.0,20834.25,20824.5,20829.25,1503,1704,25
2024-11-22,17:25:00,20829.5,20834.75,20828.0,20831.5,1045,1139,25
2024-11-22,17:26:00,20831.75,20843.25,20830.25,20841.5,1474,1668,25
2024-11-22,17:27:00,20842.0,20847.0,20840.25,20844.5,1523,1677,25
2024-11-22,17:28:00,20845.0,20845.0,20836.5,20838.5,1319,1418,25
2024-11-22,17:29:00,20838.5,20841.25,20834.5,20837.75,868,978,25
2024-11-22,17:30:00,20837.75,20841.75,20829.25,20829.25,1419,1605,25
2024-11-22,17:31:00,20829.5,20830.5,20818.0,20824.75,3083,3460,0
2024-11-22,17:32:00,20824.25,20826.75,20820.25,20824.75,1108,1222,25
2024-11-22,17:33:00,20825.0,20832.0,20823.25,20823.75,1221,1338,25
2024-11-22,17:34:00,20824.25,20824.5,20812.0,20823.0,2750,3110,25
2024-11-22,17:35:00,20823.25,20826.5,20820.5,20823.0,1114,1240,25
2024-11-22,17:36:00,20822.75,20823.25,20815.25,20820.5,1025,1133,25
2024-11-22,17:37:00,20820.75,20821.0,20811.0,20814.0,1121,1211,25
2024-11-22,17:38:00,20814.25,20819.0,20810.75,20812.0,1019,1132,25
2024-11-22,17:39:00,20812.5,20812.5,20799.0,20802.0,2632,2960,25
2024-11-22,17:40:00,20802.5,20817.0,20801.75,20817.0,1972,2257,25
2024-11-22,17:41:00,20816.75,20818.75,20807.5,20815.5,1522,1731,25
2024-11-22,17:42:00,20815.25,20822.75,20813.0,20822.25,1534,1658,25
2024-11-22,17:43:00,20822.25,20827.5,20819.75,20822.75,1559,1762,25
2024-11-22,17:44:00,20823.0,20828.5,20822.25,20824.75,998,1083,0
2024-11-22,17:45:00,20825.5,20826.5,20820.25,20823.0,984,1072,25
2024-11-22,17:46:00,20823.75,20831.75,20821.75,20826.75,1670,1852,25
2024-11-22,17:47:00,20826.5,20829.75,20822.75,20827.5,799,853,25
2024-11-22,17:48:00,20827.5,20836.5,20826.75,20833.75,1421,1632,25
2024-11-22,17:49:00,20833.5,20839.25,20831.75,20834.75,1144,1250,25
2024-11-22,17:50:00,20834.75,20859.5,20834.0,20856.75,4217,4907,25
2024-11-22,17:51:00,20856.5,20861.25,20846.75,20853.5,2304,2639,25
2024-11-22,17:52:00,20853.5,20855.5,20848.5,20849.25,1103,1219,25
2024-11-22,17:53:00,20849.5,20853.0,20842.5,20851.75,1976,2189,25
2024-11-22,17:54:00,20852.0,20859.0,20851.0,20855.25,1369,1489,25
2024-11-22,17:55:00,20855.0,20861.25,20854.0,20859.25,1251,1393,25
2024-11-22,17:56:00,20858.75,20864.75,20857.75,20863.75,1494,1623,25
2024-11-22,17:57:00,20863.25,20864.75,20851.25,20852.0,1924,2049,25
2024-11-22,17:58:00,20852.0,20859.75,20850.0,20857.5,1369,1498,25
2024-11-22,17:59:00,20857.0,20857.75,20852.0,20854.0,1000,1088,25
2024-11-22,18:00:00,20854.0,20854.75,20848.25,20850.75,1501,1621,25
2024-11-22,18:01:00,20850.75,20853.25,20840.25,20842.5,1962,2197,25
2024-11-22,18:02:00,20842.75,20849.5,20842.5,20848.25,1244,1383,25
2024-11-22,18:03:00,20848.25,20858.0,20848.25,20856.5,1836,2041,0
2024-11-22,18:04:00,20856.25,20863.5,20854.75,20862.25,1526,1690,0
2024-11-22,18:05:00,20862.25,20865.25,20858.25,20859.75,1473,1629,0
2024-11-22,18:06:00,20860.25,20864.0,20856.25,20862.25,982,1041,25
2024-11-22,18:07:00,20862.25,20863.75,20853.25,20862.5,1405,1505,25
2024-11-22,18:08:00,20862.25,20868.75,20858.25,20860.5,1920,2174,25
2024-11-22,18:09:00,20860.0,20868.0,20860.0,20863.0,1182,1355,25
2024-11-22,18:10:00,20863.0,20865.75,20859.0,20862.75,983,1055,25
2024-11-22,18:11:00,20862.25,20880.5,20862.0,20874.75,3974,4591,25
2024-11-22,18:12:00,20874.5,20877.75,20871.5,20873.5,1423,1559,25
